neighbourhood,latitude,longitude,room_type,price,stars
Amager Vest,55.66569,12.57939,Entire home/apt,800,2
Amager st,55.64408,12.62127,Entire home/apt,1200,1
sterbro,55.70741,12.59924,Entire home/apt,2250,1
Nrrebro,55.68812,12.54667,Entire home/apt,1129,5
Amager st,55.6632,12.60398,Entire home/apt,750,5
Nrrebro,55.68613,12.55516,Entire home/apt,739,5
Frederiksberg,55.68761,12.52509,Entire home/apt,2000,5
Vanlse,55.68474,12.48728,Entire home/apt,450,4
Indre By,55.6883,12.58311,Entire home/apt,1100,4
Vesterbro-Kongens Enghave,55.64263,12.53791,Private room,400,1
Frederiksberg,55.68036,12.52903,Entire home/apt,1000,3
Indre By,55.6858,12.59469,Entire home/apt,1042,1
Amager Vest,55.64966,12.61042,Entire home/apt,999,4
Brnshj-Husum,55.70838,12.45427,Entire home/apt,880,5
Bispebjerg,55.70389,12.52062,Entire home/apt,600,3
Vesterbro-Kongens Enghave,55.64476,12.53414,Private room,2200,2
Indre By,55.67559,12.5959,Private room,450,4
Vesterbro-Kongens Enghave,55.64612,12.53128,Entire home/apt,600,5
Nrrebro,55.7042505533775,12.5428581986543,Entire home/apt,800,1
Nrrebro,55.69079,12.55495,Entire home/apt,800,1
sterbro,55.70783,12.586,Private room,750,5
Indre By,55.67781,12.5828,Entire home/apt,1408,1
Indre By,55.67931,12.59295,Entire home/apt,2400,1
Nrrebro,55.68856,12.54117,Entire home/apt,1200,4
Amager st,55.66012,12.62091,Entire home/apt,678,2
Amager st,55.65867,12.62416,Entire home/apt,500,1
Vanlse,55.68462,12.48544,Entire home/apt,799,2
Amager st,55.65948,12.63068,Private room,750,3
sterbro,55.71524,12.57383,Entire home/apt,510,1
Nrrebro,55.6994,12.53899,Private room,194,2
Vesterbro-Kongens Enghave,55.67149,12.56318,Entire home/apt,898,3
sterbro,55.70068,12.5819,Entire home/apt,1500,1
Nrrebro,55.68683,12.54579,Entire home/apt,950,2
sterbro,55.71521,12.57727,Private room,450,2
Frederiksberg,55.68644,12.54204,Private room,300,2
Bispebjerg,55.70978,12.53238,Entire home/apt,550,1
sterbro,55.7001,12.58688,Private room,500,5
Frederiksberg,55.67988,12.54905,Entire home/apt,499,3
Frederiksberg,55.68615,12.52968,Entire home/apt,950,2
Amager Vest,55.64447,12.61395,Entire home/apt,1457,4
Amager st,55.64761,12.61954,Private room,220,4
Frederiksberg,55.67035,12.50739,Entire home/apt,650,4
Frederiksberg,55.67277,12.54106,Private room,464,1
Amager st,55.64896,12.61737,Private room,240,4
Bispebjerg,55.69869,12.53632,Entire home/apt,699,2
Bispebjerg,55.70711,12.53104,Entire home/apt,639,3
Indre By,55.68576,12.58316,Entire home/apt,1050,4
Vesterbro-Kongens Enghave,55.65028,12.54835,Entire home/apt,900,3
sterbro,55.70852,12.57807,Entire home/apt,966,2
Vesterbro-Kongens Enghave,55.66926,12.55652,Entire home/apt,695,5
Amager Vest,55.64072,12.5895,Private room,495,5
Vanlse,55.69457,12.4921,Entire home/apt,709,1
Vesterbro-Kongens Enghave,55.64774,12.54863,Entire home/apt,450,1
Amager st,55.66105,12.60682,Entire home/apt,1000,4
Brnshj-Husum,55.70266,12.50674,Entire home/apt,600,5
Nrrebro,55.6864,12.54973,Entire home/apt,600,1
sterbro,55.71042,12.55664,Entire home/apt,421,5
Vesterbro-Kongens Enghave,55.67192,12.55824,Entire home/apt,800,1
Nrrebro,55.69947,12.55044,Private room,1290,4
Vanlse,55.69192,12.51299,Entire home/apt,490,2
Amager Vest,55.6486,12.59272,Entire home/apt,1399,1
Amager st,55.65397,12.62043,Entire home/apt,775,1
Indre By,55.67838,12.56928,Entire home/apt,1199,1
Indre By,55.68517,12.58881,Entire home/apt,1168,4
Indre By,55.68436,12.5645,Entire home/apt,521,2
Vesterbro-Kongens Enghave,55.66931,12.55581,Entire home/apt,603,5
Amager st,55.6559,12.61084,Entire home/apt,786,1
Amager st,55.65353,12.61348,Entire home/apt,750,5
Indre By,55.67836,12.57782,Entire home/apt,450,1
Frederiksberg,55.68765,12.52812,Entire home/apt,1000,1
Nrrebro,55.69492,12.5459,Private room,730,4
Amager Vest,55.66582,12.59785,Entire home/apt,2400,1
Amager Vest,55.63713,12.57356,Private room,400,5
Vesterbro-Kongens Enghave,55.66511,12.54495,Entire home/apt,1220,3
Indre By,55.68544,12.59245,Entire home/apt,3720,5
Nrrebro,55.68975,12.54423,Entire home/apt,700,2
sterbro,55.70799,12.58098,Entire home/apt,750,5
Nrrebro,55.69345,12.54379,Entire home/apt,1200,3
Vanlse,55.69322,12.4821,Private room,400,4
Valby,55.66112,12.51066,Private room,450,3
Vesterbro-Kongens Enghave,55.66871,12.54823,Entire home/apt,483,1
Amager Vest,55.66352,12.59986,Entire home/apt,400,2
Vesterbro-Kongens Enghave,55.66795,12.54956,Entire home/apt,1407,4
Nrrebro,55.69166,12.54625,Entire home/apt,550,2
Vesterbro-Kongens Enghave,55.65113,12.55049,Private room,660,1
Amager st,55.66139,12.61621,Private room,325,4
Vesterbro-Kongens Enghave,55.67364,12.55956,Entire home/apt,1000,3
Nrrebro,55.69051,12.55538,Private room,1000,3
Bispebjerg,55.70222,12.53213,Entire home/apt,425,3
sterbro,55.704655,12.585796,Entire home/apt,800,2
Vesterbro-Kongens Enghave,55.65024,12.55316,Entire home/apt,650,2
Amager Vest,55.65387,12.60441,Private room,200,2
Amager Vest,55.6633361194224,12.5786500643574,Entire home/apt,686,4
Amager Vest,55.61653,12.56996,Private room,410,5
Indre By,55.68177,12.57379,Entire home/apt,1514,2
Bispebjerg,55.70339,12.52623,Entire home/apt,600,3
sterbro,55.69869,12.58664,Private room,500,5
Nrrebro,55.69355,12.54483,Private room,800,4
Nrrebro,55.7034,12.54826,Entire home/apt,900,5
Nrrebro,55.69131,12.54614,Entire home/apt,400,3
Amager Vest,55.66731,12.59505,Entire home/apt,950,4
Indre By,55.68393,12.56367,Entire home/apt,971,5
sterbro,55.70391,12.58583,Entire home/apt,1500,1
Amager Vest,55.66664,12.57956,Entire home/apt,1300,2
Indre By,55.68524,12.56722,Entire home/apt,1500,2
Nrrebro,55.69933,12.55195,Entire home/apt,768,1
sterbro,55.70473,12.58911,Entire home/apt,850,3
Nrrebro,55.68908,12.55522,Entire home/apt,850,2
Nrrebro,55.69261,12.55036,Entire home/apt,450,1
Amager Vest,55.61936,12.57004,Private room,327,2
Nrrebro,55.69295,12.55424,Entire home/apt,741,3
Vesterbro-Kongens Enghave,55.64733,12.52883,Entire home/apt,640,4
Amager Vest,55.66626,12.57674,Entire home/apt,740,3
Indre By,55.67751,12.57807,Entire home/apt,3051,3
Valby,55.64461,12.50315,Private room,600,2
Nrrebro,55.68555,12.54653,Entire home/apt,799,2
sterbro,55.70652,12.58137,Entire home/apt,1000,1
Nrrebro,55.69872,12.54208,Private room,300,2
sterbro,55.70953,12.58312,Entire home/apt,650,2
Nrrebro,55.70045,12.55275,Entire home/apt,300,2
Amager Vest,55.65417,12.56844,Entire home/apt,950,4
Valby,55.66377,12.5201,Entire home/apt,750,5
Amager Vest,55.66581,12.59625,Private room,2200,5
Vesterbro-Kongens Enghave,55.65842,12.56065,Entire home/apt,1200,3
Bispebjerg,55.70824,12.52991,Private room,400,2
Amager Vest,55.66416,12.5834,Entire home/apt,600,1
Bispebjerg,55.70318,12.53568,Entire home/apt,800,4
Bispebjerg,55.71354,12.53477,Private room,350,5
Indre By,55.6926326631532,12.5749589700976,Entire home/apt,1860,2
Vesterbro-Kongens Enghave,55.65388,12.53476,Entire home/apt,780,5
Amager st,55.66655,12.61624,Entire home/apt,500,2
Amager Vest,55.62326,12.57041,Entire home/apt,1145,5
Valby,55.65379,12.51952,Entire home/apt,14000,1
Amager Vest,55.66074,12.58699,Private room,900,4
Frederiksberg,55.68362,12.55218,Entire home/apt,700,5
Indre By,55.67388,12.59148,Entire home/apt,3557,1
Nrrebro,55.69573,12.54643,Private room,1000,2
Frederiksberg,55.68279,12.51432,Entire home/apt,714,4
Valby,55.656,12.50446,Entire home/apt,672,4
sterbro,55.70765,12.59607,Entire home/apt,1100,3
Vesterbro-Kongens Enghave,55.65461,12.53554,Entire home/apt,650,4
Frederiksberg,55.67884,12.52854,Entire home/apt,700,3
Valby,55.66919,12.48646,Entire home/apt,500,2
Nrrebro,55.6958,12.54055,Entire home/apt,900,1
Amager Vest,55.61589,12.57198,Entire home/apt,850,3
sterbro,55.70678,12.58257,Entire home/apt,1000,2
Frederiksberg,55.6888,12.52999,Entire home/apt,650,2
Frederiksberg,55.68872,12.52999,Entire home/apt,810,1
Indre By,55.67867,12.57211,Entire home/apt,5000,4
Nrrebro,55.69706,12.53919,Entire home/apt,750,4
Nrrebro,55.69186,12.54631,Entire home/apt,400,4
Nrrebro,55.7034,12.54439,Entire home/apt,889,4
Nrrebro,55.70392,12.5502,Entire home/apt,785,1
Nrrebro,55.68673,12.5614,Entire home/apt,1100,5
Vesterbro-Kongens Enghave,55.65023,12.54922,Entire home/apt,744,2
Bispebjerg,55.72128,12.55298,Private room,450,1
Bispebjerg,55.72122,12.55522,Private room,450,5
Indre By,55.68093,12.5689,Entire home/apt,9999,2
Indre By,55.68507,12.6133,Entire home/apt,1000,3
Frederiksberg,55.68568,12.53542,Entire home/apt,979,2
Bispebjerg,55.70289,12.52422,Private room,370,5
Vesterbro-Kongens Enghave,55.6677,12.54663,Private room,300,1
Valby,55.64435,12.50183,Private room,550,4
Amager Vest,55.65103,12.61171,Entire home/apt,1200,2
Indre By,55.69265,12.58536,Entire home/apt,721,1
Bispebjerg,55.69991,12.53602,Entire home/apt,1199,1
Vanlse,55.691654,12.489073,Entire home/apt,1000,5
Nrrebro,55.70233,12.54848,Entire home/apt,750,1
Bispebjerg,55.7067,12.53794,Private room,250,1
Bispebjerg,55.69577,12.52864,Entire home/apt,940,2
sterbro,55.69366,12.56696,Entire home/apt,800,5
Amager Vest,55.66402,12.58296,Entire home/apt,900,3
Valby,55.66037,12.47306,Entire home/apt,1114,4
Vesterbro-Kongens Enghave,55.66918,12.54283,Entire home/apt,500,4
Amager Vest,55.66604,12.58023,Entire home/apt,1500,5
Brnshj-Husum,55.71209,12.4706,Private room,350,2
Indre By,55.6829,12.59244,Entire home/apt,15000,5
Amager Vest,55.6324,12.58106,Entire home/apt,1399,2
Nrrebro,55.70283,12.54773,Entire home/apt,600,5
sterbro,55.70692,12.59844,Entire home/apt,3250,4
Amager st,55.66152,12.60961,Private room,380,2
Amager Vest,55.61831,12.57122,Private room,400,3
Indre By,55.69096,12.56872,Entire home/apt,949,3
Indre By,55.69708,12.59261,Entire home/apt,894,3
Vesterbro-Kongens Enghave,55.67019,12.54512,Entire home/apt,700,3
Vanlse,55.6952,12.50108,Entire home/apt,929,2
Valby,55.65998,12.52004,Entire home/apt,695,4
Indre By,55.686,12.58725,Entire home/apt,800,1
Indre By,55.6834209945228,12.5696040179234,Private room,397,4
Amager Vest,55.63385,12.57716,Private room,325,1
Vanlse,55.68611,12.48831,Entire home/apt,680,4
Amager st,55.66083,12.63253,Entire home/apt,1300,1
Vesterbro-Kongens Enghave,55.67093,12.54537,Entire home/apt,850,3
sterbro,55.71121,12.5714,Entire home/apt,400,1
Indre By,55.6841,12.56389,Entire home/apt,595,1
Vesterbro-Kongens Enghave,55.65215,12.55786,Entire home/apt,1249,5
Amager Vest,55.64207,12.59912,Entire home/apt,900,3
Nrrebro,55.68877,12.55504,Private room,600,3
Frederiksberg,55.67695,12.5119,Entire home/apt,800,3
Vesterbro-Kongens Enghave,55.66728,12.54173,Entire home/apt,539,2
Amager st,55.6547,12.61119,Entire home/apt,590,3
Vesterbro-Kongens Enghave,55.67048,12.559,Entire home/apt,750,4
Amager Vest,55.66552,12.57469,Entire home/apt,1300,2
Frederiksberg,55.6756,12.53268,Entire home/apt,1200,5
Vesterbro-Kongens Enghave,55.66591,12.54639,Entire home/apt,800,2
Amager Vest,55.6686,12.58036,Entire home/apt,1136,1
Valby,55.65681,12.49017,Private room,350,3
Vesterbro-Kongens Enghave,55.64639,12.54817,Entire home/apt,1250,2
sterbro,55.70895,12.58332,Entire home/apt,800,3
Indre By,55.6775,12.57077,Entire home/apt,2186,3
Amager Vest,55.66625,12.59282,Entire home/apt,989,4
Vesterbro-Kongens Enghave,55.67114,12.55503,Private room,325,5
Frederiksberg,55.68323,12.53819,Entire home/apt,600,1
sterbro,55.7063,12.58231,Entire home/apt,943,3
Vesterbro-Kongens Enghave,55.66763,12.55473,Entire home/apt,900,2
Brnshj-Husum,55.71178,12.46924,Entire home/apt,485,4
Nrrebro,55.69765,12.54709,Entire home/apt,892,5
Indre By,55.67595,12.57321,Entire home/apt,4281,1
Indre By,55.68004,12.56371,Entire home/apt,1155,5
Indre By,55.69065,12.57115,Entire home/apt,1171,3
Vesterbro-Kongens Enghave,55.66856,12.55691,Entire home/apt,971,3
Amager st,55.66333,12.60779,Entire home/apt,750,4
Vesterbro-Kongens Enghave,55.65763,12.53453,Entire home/apt,545,2
sterbro,55.70216,12.59019,Private room,379,5
Vesterbro-Kongens Enghave,55.66974,12.54944,Entire home/apt,1500,2
Vesterbro-Kongens Enghave,55.6694998473025,12.5602799054952,Entire home/apt,800,2
Amager st,55.66494,12.62478,Entire home/apt,1000,5
Nrrebro,55.68579,12.56016,Entire home/apt,990,3
Indre By,55.67595,12.59767,Entire home/apt,1287,3
Vanlse,55.69714,12.48249,Private room,500,5
Nrrebro,55.69232,12.54459,Entire home/apt,850,3
sterbro,55.70708,12.59373,Entire home/apt,1750,5
Frederiksberg,55.69165,12.53401,Entire home/apt,1329,5
Vesterbro-Kongens Enghave,55.66818,12.55623,Entire home/apt,929,3
Frederiksberg,55.67532,12.55069,Entire home/apt,2046,4
Indre By,55.68455,12.5876,Entire home/apt,1000,5
Amager Vest,55.6169,12.56717,Private room,300,1
sterbro,55.70671,12.58297,Entire home/apt,1000,3
Frederiksberg,55.67653,12.54605,Entire home/apt,1773,3
Vesterbro-Kongens Enghave,55.64608,12.54419,Entire home/apt,1000,1
Amager st,55.66064,12.61881,Entire home/apt,646,2
Frederiksberg,55.67904,12.54983,Private room,700,5
Indre By,55.6801,12.57432,Entire home/apt,490,4
Indre By,55.67395,12.5925,Entire home/apt,1100,4
Amager Vest,55.63304,12.57676,Private room,520,1
Frederiksberg,55.68426,12.55103,Private room,650,4
Vesterbro-Kongens Enghave,55.64672,12.54747,Entire home/apt,1000,3
Amager Vest,55.65875,12.56859,Entire home/apt,36200,3
Vesterbro-Kongens Enghave,55.66785,12.54338,Entire home/apt,679,1
Vesterbro-Kongens Enghave,55.66931,12.54889,Entire home/apt,450,2
Nrrebro,55.69283,12.54823,Entire home/apt,750,2
Amager st,55.65518,12.61419,Entire home/apt,900,5
Frederiksberg,55.676609,12.549742,Private room,300,2
Frederiksberg,55.67837,12.54852,Entire home/apt,600,4
sterbro,55.71466,12.56774,Entire home/apt,775,3
sterbro,55.71351,12.56748,Entire home/apt,558,3
Amager Vest,55.65565,12.56811,Entire home/apt,1590,4
Amager Vest,55.65834,12.56733,Entire home/apt,1799,1
Frederiksberg,55.68873,12.53077,Entire home/apt,500,1
Valby,55.65998,12.51964,Entire home/apt,795,4
Brnshj-Husum,55.70629,12.50022,Entire home/apt,1050,1
Nrrebro,55.69154,12.56433,Private room,338,3
Valby,55.64619,12.50194,Private room,600,4
Frederiksberg,55.67999,12.53539,Entire home/apt,1000,1
sterbro,55.71043,12.5698,Entire home/apt,950,4
sterbro,55.70796,12.57734,Private room,466,5
Vesterbro-Kongens Enghave,55.66885,12.55783,Entire home/apt,5000,5
Nrrebro,55.69762,12.54502,Entire home/apt,780,4
Frederiksberg,55.67808,12.50597,Entire home/apt,800,1
Vesterbro-Kongens Enghave,55.6724,12.55831,Entire home/apt,1150,4
Amager Vest,55.66599,12.59657,Entire home/apt,1200,4
Bispebjerg,55.70069,12.52925,Entire home/apt,600,1
Nrrebro,55.69421,12.53639,Entire home/apt,1499,3
Vesterbro-Kongens Enghave,55.64565,12.5526,Entire home/apt,1400,2
Frederiksberg,55.69013,12.52964,Entire home/apt,750,4
sterbro,55.70739,12.5852,Entire home/apt,1004,1
Amager Vest,55.65664,12.56652,Entire home/apt,1175,4
Bispebjerg,55.706184,12.530497,Entire home/apt,400,5
Frederiksberg,55.68284,12.52666,Private room,391,1
Valby,55.6463,12.50335,Private room,1200,4
Nrrebro,55.69019,12.55959,Entire home/apt,1800,2
Indre By,55.68579,12.58846,Entire home/apt,1117,3
Brnshj-Husum,55.70427,12.51133,Entire home/apt,1500,2
Nrrebro,55.69448,12.55515,Entire home/apt,900,2
Indre By,55.67443,12.57349,Entire home/apt,2226,5
Indre By,55.6742,12.57328,Entire home/apt,1973,5
Amager st,55.64763,12.63133,Entire home/apt,1100,1
Nrrebro,55.70095,12.55154,Entire home/apt,700,2
Frederiksberg,55.67467,12.51714,Entire home/apt,1103,5
Frederiksberg,55.67128,12.51074,Entire home/apt,921,2
Vesterbro-Kongens Enghave,55.66592,12.54955,Entire home/apt,800,1
Amager st,55.64848,12.62063,Entire home/apt,1300,4
Frederiksberg,55.67671,12.55315,Entire home/apt,800,5
Bispebjerg,55.70253,12.53161,Entire home/apt,5000,5
Bispebjerg,55.70393,12.52975,Private room,1000,1
Nrrebro,55.69347,12.55807,Entire home/apt,750,5
Nrrebro,55.69252,12.56122,Entire home/apt,875,5
Indre By,55.68362,12.56596,Entire home/apt,900,3
Nrrebro,55.68765,12.54802,Entire home/apt,750,3
sterbro,55.71022,12.59916,Entire home/apt,1057,2
Nrrebro,55.69575,12.54869,Entire home/apt,900,5
Amager st,55.66456,12.6179,Entire home/apt,499,1
Nrrebro,55.70422,12.5517,Entire home/apt,990,3
Valby,55.6507,12.4965,Shared room,500,2
Amager st,55.66127,12.60527,Entire home/apt,950,2
Frederiksberg,55.67731,12.54967,Entire home/apt,900,5
Indre By,55.69038,12.57445,Private room,650,2
Valby,55.6404,12.52109,Entire home/apt,150,3
Amager st,55.6659,12.61376,Entire home/apt,680,3
Amager st,55.65306,12.61824,Shared room,250,4
Nrrebro,55.70193,12.55122,Private room,450,3
Nrrebro,55.69934,12.54293,Entire home/apt,1850,1
Indre By,55.67845,12.58888,Entire home/apt,1550,5
Indre By,55.67843,12.59043,Entire home/apt,1007,4
Indre By,55.68198,12.56343,Entire home/apt,1086,4
Bispebjerg,55.70394,12.53059,Entire home/apt,495,1
Vesterbro-Kongens Enghave,55.67139,12.54862,Entire home/apt,800,5
sterbro,55.6997,12.5741,Entire home/apt,1500,4
Amager st,55.66619,12.61566,Entire home/apt,600,3
Vesterbro-Kongens Enghave,55.67059,12.54688,Entire home/apt,500,2
Frederiksberg,55.68453,12.53555,Entire home/apt,493,2
Frederiksberg,55.673,12.54871,Entire home/apt,550,5
Nrrebro,55.70156,12.55005,Entire home/apt,844,5
sterbro,55.70014,12.59548,Entire home/apt,800,1
sterbro,55.71021,12.57965,Entire home/apt,700,4
Vanlse,55.68897,12.50901,Entire home/apt,650,2
Nrrebro,55.68463,12.55918,Entire home/apt,600,1
sterbro,55.69759,12.57677,Entire home/apt,900,1
Valby,55.66196,12.52011,Entire home/apt,700,3
Amager Vest,55.66552,12.58107,Private room,400,3
Frederiksberg,55.69391,12.53174,Entire home/apt,550,1
Vesterbro-Kongens Enghave,55.67041,12.55187,Entire home/apt,1000,3
Amager Vest,55.66769,12.59631,Private room,500,5
Bispebjerg,55.71867,12.53925,Entire home/apt,1714,4
sterbro,55.70641,12.58351,Entire home/apt,799,1
sterbro,55.71009,12.55812,Private room,560,3
sterbro,55.70687,12.55984,Entire home/apt,881,2
Amager st,55.66183,12.63049,Entire home/apt,1250,1
Vesterbro-Kongens Enghave,55.66664,12.55434,Entire home/apt,599,3
sterbro,55.70811,12.58376,Entire home/apt,900,1
Nrrebro,55.69908,12.54475,Entire home/apt,910,5
Nrrebro,55.69529,12.53994,Entire home/apt,650,5
Vesterbro-Kongens Enghave,55.67318,12.55189,Entire home/apt,929,3
Frederiksberg,55.67874,12.52865,Entire home/apt,900,4
Nrrebro,55.69615,12.55098,Entire home/apt,650,5
Amager st,55.66106,12.62094,Entire home/apt,457,4
Bispebjerg,55.70685,12.54154,Entire home/apt,400,5
Brnshj-Husum,55.71694,12.47979,Shared room,600,1
Amager Vest,55.63465,12.59188,Entire home/apt,1700,2
Amager st,55.65489,12.62686,Entire home/apt,1100,5
Indre By,55.67689,12.56709,Entire home/apt,1674,5
Nrrebro,55.68521,12.55319,Entire home/apt,850,1
Amager Vest,55.64713,12.58758,Entire home/apt,1250,2
sterbro,55.70517,12.58828,Entire home/apt,3500,3
sterbro,55.70546,12.58998,Private room,3500,3
Amager st,55.6583,12.6077,Entire home/apt,700,4
Vanlse,55.69696,12.4805,Entire home/apt,1400,2
Vesterbro-Kongens Enghave,55.66842,12.53505,Entire home/apt,1443,2
Amager st,55.66195,12.60401,Private room,180,2
sterbro,55.69411,12.56992,Private room,450,4
Brnshj-Husum,55.70508,12.48059,Private room,500,1
Indre By,55.685432,12.591552,Private room,929,4
Indre By,55.67606,12.55994,Entire home/apt,1890,4
Vesterbro-Kongens Enghave,55.67232,12.55972,Private room,590,4
Indre By,55.681488,12.561308,Entire home/apt,1021,1
Vesterbro-Kongens Enghave,55.64585,12.55092,Entire home/apt,1488,1
Frederiksberg,55.6882,12.53952,Private room,271,2
Vesterbro-Kongens Enghave,55.66645,12.54376,Entire home/apt,2600,5
Frederiksberg,55.68548,12.5403,Entire home/apt,900,3
Nrrebro,55.70121,12.55261,Entire home/apt,650,2
Nrrebro,55.70046,12.54163,Entire home/apt,850,5
Vanlse,55.68548,12.49221,Entire home/apt,750,2
Bispebjerg,55.70079,12.53097,Entire home/apt,500,2
Vanlse,55.69544,12.52588,Entire home/apt,1000,3
Amager st,55.65625,12.6107,Entire home/apt,1200,1
sterbro,55.70942,12.56997,Entire home/apt,1004,1
